,Gender,Car_Owner,Propert_Owner,Children,Annual_income,Type_Income,Education,Marital_status,Housing_type,Age,Employed_exp,Type_Occupation,Family_Members,label
1505,F,N,N,0,234000.0,State servant,Higher education,Civil marriage,House / apartment,60.0,14.0,Core staff,2,0
1506,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,1.0,Laborers,2,0
1507,F,N,Y,2,207000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,42.0,1.0,other,4,0
1508,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,0.0,other,1,0
1509,F,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,56.0,0.0,other,1,0
1510,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,36.0,5.0,Laborers,2,0
1511,F,N,Y,0,216000.0,Pensioner,Higher education,Single / not married,House / apartment,56.0,0.0,other,1,0
1512,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,28.0,7.0,Laborers,2,0
1513,F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,25.0,3.0,other,2,0
1514,F,N,N,0,69750.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,60.0,0.0,other,1,0
1515,F,N,N,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,3.0,Sales staff,3,0
1516,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,38.0,8.0,Laborers,3,0
1517,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.0,2.0,Core staff,2,0
1518,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,With parents,44.0,8.0,Cooking staff,2,0
1519,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,10.0,Core staff,4,0
1520,M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,37.0,1.0,other,2,0
1521,M,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,33.0,6.0,Laborers,2,0
1522,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,51.0,4.0,Laborers,3,0
1523,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,24.0,1.0,Laborers,1,0
1524,F,Y,Y,1,126000.0,Working,Higher education,Married,House / apartment,26.0,0.0,other,3,0
1525,F,Y,Y,0,175500.0,Pensioner,Higher education,Married,House / apartment,60.0,0.0,other,2,0
1526,M,N,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,37.0,0.0,Laborers,3,0
1527,F,Y,N,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,33.0,14.0,Core staff,1,0
1528,F,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,34.0,16.0,Medicine staff,4,0
1529,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,29.0,6.0,Sales staff,1,0
1530,M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,35.0,6.0,other,3,0
1531,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,66.0,0.0,other,1,0
1532,M,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,42.0,3.0,other,2,0
1533,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,38.0,5.0,Drivers,4,0
1534,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.0,10.0,Drivers,2,0
1535,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,13.0,other,2,0
1536,F,Y,N,0,112500.0,Commercial associate,Higher education,Married,House / apartment,30.0,2.0,Core staff,2,0
1537,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,4.0,Low-skill Laborers,2,0
1538,F,Y,N,0,337500.0,Pensioner,Higher education,Married,House / apartment,54.0,15.0,Managers,2,0
1539,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,61.0,2.0,High skill tech staff,2,0
1540,F,Y,Y,1,144000.0,Working,Higher education,Married,House / apartment,35.0,8.0,Accountants,3,0
1541,F,N,Y,2,225000.0,Working,Higher education,Married,House / apartment,44.0,5.0,Accountants,4,0
1542,M,Y,N,1,360000.0,State servant,Secondary / secondary special,Married,House / apartment,31.0,10.0,Drivers,3,0
1543,F,N,Y,0,166500.0,Commercial associate,Higher education,Married,House / apartment,33.0,6.0,Managers,2,0
1544,F,N,N,0,225000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,28.0,3.0,Accountants,1,0
1545,M,Y,Y,2,180000.0,Working,Higher education,Married,House / apartment,36.0,7.0,Managers,4,0
1546,M,Y,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,42.0,2.0,Drivers,2,0
1547,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,45.0,8.0,other,2,0
